"Kommune";"Dato";"Bekræftede tilfælde"
159;2020-06-24;1
161;2020-06-24;1
165;2020-06-24;1
167;2020-06-24;1
185;2020-06-24;1
187;2020-06-24;1
210;2020-06-24;1
217;2020-06-24;1
219;2020-06-24;1
250;2020-06-24;1
253;2020-06-24;1
320;2020-06-24;1
330;2020-06-24;1
376;2020-06-24;2
450;2020-06-24;2
461;2020-06-24;1
479;2020-06-24;1
482;2020-06-24;1
740;2020-06-24;1
751;2020-06-24;2
813;2020-06-24;3
820;2020-06-24;7
840;2020-06-24;1
846;2020-06-24;1
849;2020-06-24;2
851;2020-06-24;2
860;2020-06-24;1
101;2020-06-25;9
151;2020-06-25;1
157;2020-06-25;1
159;2020-06-25;1
167;2020-06-25;2
169;2020-06-25;2
185;2020-06-25;1
230;2020-06-25;1
250;2020-06-25;1
316;2020-06-25;1
450;2020-06-25;1
661;2020-06-25;1
730;2020-06-25;2
740;2020-06-25;1
751;2020-06-25;1
787;2020-06-25;2
851;2020-06-25;1
860;2020-06-25;2
101;2020-06-26;2
147;2020-06-26;1
151;2020-06-26;1
157;2020-06-26;1
159;2020-06-26;1
161;2020-06-26;1
165;2020-06-26;1
169;2020-06-26;1
175;2020-06-26;1
183;2020-06-26;1
210;2020-06-26;1
219;2020-06-26;1
265;2020-06-26;1
320;2020-06-26;1
461;2020-06-26;1
730;2020-06-26;1
746;2020-06-26;1
751;2020-06-26;1
820;2020-06-26;1
840;2020-06-26;1
101;2020-06-27;4
183;2020-06-27;1
270;2020-06-27;1
400;2020-06-27;2
706;2020-06-27;1
730;2020-06-27;1
751;2020-06-27;1
820;2020-06-27;5
840;2020-06-27;2
849;2020-06-27;1
851;2020-06-27;1
101;2020-06-28;3
165;2020-06-28;1
175;2020-06-28;1
621;2020-06-28;1
751;2020-06-28;4
851;2020-06-28;1
101;2020-06-29;8
147;2020-06-29;1
151;2020-06-29;1
153;2020-06-29;1
159;2020-06-29;1
163;2020-06-29;1
167;2020-06-29;1
185;2020-06-29;1
210;2020-06-29;1
219;2020-06-29;2
230;2020-06-29;1
336;2020-06-29;2
400;2020-06-29;1
479;2020-06-29;1
621;2020-06-29;1
760;2020-06-29;1
813;2020-06-29;1
820;2020-06-29;1
101;2020-06-30;4
147;2020-06-30;1
151;2020-06-30;1
153;2020-06-30;1
159;2020-06-30;1
183;2020-06-30;1
185;2020-06-30;1
190;2020-06-30;1
265;2020-06-30;1
376;2020-06-30;2
390;2020-06-30;1
615;2020-06-30;1
621;2020-06-30;1
751;2020-06-30;1
813;2020-06-30;2
851;2020-06-30;3
860;2020-06-30;1
101;2020-07-01;1
157;2020-07-01;1
165;2020-07-01;1
185;2020-07-01;2
260;2020-07-01;1
746;2020-07-01;1
751;2020-07-01;1
851;2020-07-01;1
860;2020-07-01;1
101;2020-07-02;7
147;2020-07-02;2
153;2020-07-02;1
185;2020-07-02;1
217;2020-07-02;1
223;2020-07-02;1
230;2020-07-02;1
240;2020-07-02;1
730;2020-07-02;1
101;2020-07-03;4
151;2020-07-03;1
157;2020-07-03;2
167;2020-07-03;1
175;2020-07-03;1
219;2020-07-03;1
260;2020-07-03;1
621;2020-07-03;1
751;2020-07-03;1
846;2020-07-03;1
851;2020-07-03;3
860;2020-07-03;1
101;2020-07-04;5
153;2020-07-04;1
157;2020-07-04;1
210;2020-07-04;1
217;2020-07-04;1
260;2020-07-04;1
461;2020-07-04;2
860;2020-07-04;1
101;2020-07-05;6
157;2020-07-05;1
219;2020-07-05;1
615;2020-07-05;1
621;2020-07-05;1
810;2020-07-05;1
101;2020-07-06;2
147;2020-07-06;2
169;2020-07-06;1
269;2020-07-06;1
530;2020-07-06;1
846;2020-07-06;1
849;2020-07-06;1
860;2020-07-06;1
101;2020-07-07;5
153;2020-07-07;2
167;2020-07-07;2
615;2020-07-07;1
630;2020-07-07;1
813;2020-07-07;1
846;2020-07-07;1
851;2020-07-07;1
101;2020-07-08;13
147;2020-07-08;2
167;2020-07-08;1
169;2020-07-08;1
175;2020-07-08;1
217;2020-07-08;1
259;2020-07-08;1
306;2020-07-08;1
580;2020-07-08;1
751;2020-07-08;1
846;2020-07-08;2
101;2020-07-09;9
153;2020-07-09;3
159;2020-07-09;1
167;2020-07-09;1
175;2020-07-09;1
183;2020-07-09;1
190;2020-07-09;1
201;2020-07-09;1
210;2020-07-09;1
217;2020-07-09;1
250;2020-07-09;1
253;2020-07-09;1
259;2020-07-09;3
260;2020-07-09;1
265;2020-07-09;1
320;2020-07-09;1
329;2020-07-09;1
330;2020-07-09;1
390;2020-07-09;1
615;2020-07-09;2
730;2020-07-09;1
746;2020-07-09;1
840;2020-07-09;2
846;2020-07-09;1
851;2020-07-09;3
101;2020-07-10;16
157;2020-07-10;1
163;2020-07-10;1
167;2020-07-10;1
169;2020-07-10;2
175;2020-07-10;1
185;2020-07-10;1
210;2020-07-10;1
223;2020-07-10;1
259;2020-07-10;3
336;2020-07-10;1
479;2020-07-10;1
580;2020-07-10;2
846;2020-07-10;2
851;2020-07-10;1
101;2020-07-11;16
147;2020-07-11;1
167;2020-07-11;1
217;2020-07-11;1
219;2020-07-11;1
316;2020-07-11;1
370;2020-07-11;1
540;2020-07-11;1
561;2020-07-11;1
101;2020-07-12;2
147;2020-07-12;1
169;2020-07-12;1
175;2020-07-12;2
185;2020-07-12;2
210;2020-07-12;1
219;2020-07-12;4
230;2020-07-12;1
330;2020-07-12;1
390;2020-07-12;4
791;2020-07-12;1
846;2020-07-12;1
849;2020-07-12;1
101;2020-07-13;6
147;2020-07-13;2
153;2020-07-13;1
163;2020-07-13;1
173;2020-07-13;1
175;2020-07-13;1
187;2020-07-13;1
223;2020-07-13;2
253;2020-07-13;1
265;2020-07-13;1
269;2020-07-13;1
316;2020-07-13;3
326;2020-07-13;2
360;2020-07-13;1
450;2020-07-13;2
707;2020-07-13;1
751;2020-07-13;5
101;2020-07-14;14
169;2020-07-14;1
173;2020-07-14;1
175;2020-07-14;2
223;2020-07-14;1
253;2020-07-14;1
259;2020-07-14;1
269;2020-07-14;1
326;2020-07-14;1
350;2020-07-14;1
461;2020-07-14;2
510;2020-07-14;2
706;2020-07-14;2
751;2020-07-14;1
791;2020-07-14;1
851;2020-07-14;1
101;2020-07-15;13
151;2020-07-15;1
153;2020-07-15;3
159;2020-07-15;1
163;2020-07-15;1
167;2020-07-15;1
169;2020-07-15;1
173;2020-07-15;3
175;2020-07-15;2
217;2020-07-15;1
219;2020-07-15;3
329;2020-07-15;1
330;2020-07-15;1
350;2020-07-15;1
370;2020-07-15;1
461;2020-07-15;1
510;2020-07-15;1
671;2020-07-15;1
751;2020-07-15;1
791;2020-07-15;1
820;2020-07-15;1
851;2020-07-15;1
101;2020-07-16;7
147;2020-07-16;1
151;2020-07-16;2
153;2020-07-16;4
157;2020-07-16;1
161;2020-07-16;1
167;2020-07-16;1
169;2020-07-16;4
173;2020-07-16;1
175;2020-07-16;2
183;2020-07-16;2
185;2020-07-16;1
190;2020-07-16;1
201;2020-07-16;1
210;2020-07-16;1
230;2020-07-16;1
253;2020-07-16;1
259;2020-07-16;1
270;2020-07-16;1
316;2020-07-16;1
326;2020-07-16;5
350;2020-07-16;1
461;2020-07-16;2
580;2020-07-16;3
751;2020-07-16;3
760;2020-07-16;2
779;2020-07-16;1
820;2020-07-16;1
101;2020-07-17;7
147;2020-07-17;2
153;2020-07-17;1
163;2020-07-17;1
167;2020-07-17;1
169;2020-07-17;1
173;2020-07-17;2
175;2020-07-17;1
265;2020-07-17;1
270;2020-07-17;3
326;2020-07-17;2
330;2020-07-17;3
360;2020-07-17;1
370;2020-07-17;2
390;2020-07-17;1
751;2020-07-17;1
820;2020-07-17;2
101;2020-07-18;10
147;2020-07-18;1
151;2020-07-18;6
159;2020-07-18;1
167;2020-07-18;1
169;2020-07-18;1
173;2020-07-18;3
175;2020-07-18;2
183;2020-07-18;1
185;2020-07-18;1
190;2020-07-18;1
230;2020-07-18;1
240;2020-07-18;1
253;2020-07-18;5
259;2020-07-18;3
326;2020-07-18;2
330;2020-07-18;2
376;2020-07-18;1
101;2020-07-19;10
147;2020-07-19;2
153;2020-07-19;1
169;2020-07-19;1
175;2020-07-19;1
230;2020-07-19;2
240;2020-07-19;1
253;2020-07-19;1
259;2020-07-19;1
265;2020-07-19;1
330;2020-07-19;3
390;2020-07-19;1
730;2020-07-19;1
813;2020-07-19;1
860;2020-07-19;1
101;2020-07-20;9
151;2020-07-20;2
159;2020-07-20;3
165;2020-07-20;1
167;2020-07-20;2
173;2020-07-20;1
175;2020-07-20;1
240;2020-07-20;2
253;2020-07-20;1
265;2020-07-20;1
269;2020-07-20;1
326;2020-07-20;2
330;2020-07-20;1
350;2020-07-20;1
607;2020-07-20;1
710;2020-07-20;1
730;2020-07-20;1
751;2020-07-20;1
101;2020-07-21;14
147;2020-07-21;1
151;2020-07-21;1
161;2020-07-21;1
169;2020-07-21;1
173;2020-07-21;4
183;2020-07-21;1
185;2020-07-21;1
217;2020-07-21;1
230;2020-07-21;1
259;2020-07-21;2
330;2020-07-21;1
350;2020-07-21;1
400;2020-07-21;1
661;2020-07-21;1
791;2020-07-21;1
813;2020-07-21;1
851;2020-07-21;2
101;2020-07-22;7
159;2020-07-22;3
165;2020-07-22;1
167;2020-07-22;1
169;2020-07-22;3
173;2020-07-22;1
183;2020-07-22;1
185;2020-07-22;3
217;2020-07-22;1
240;2020-07-22;1
253;2020-07-22;1
259;2020-07-22;2
326;2020-07-22;1
350;2020-07-22;2
607;2020-07-22;2
810;2020-07-22;1
813;2020-07-22;2
851;2020-07-22;1
101;2020-07-23;14
147;2020-07-23;2
151;2020-07-23;3
153;2020-07-23;1
161;2020-07-23;2
163;2020-07-23;4
167;2020-07-23;5
169;2020-07-23;1
175;2020-07-23;1
217;2020-07-23;2
230;2020-07-23;1
253;2020-07-23;2
259;2020-07-23;1
326;2020-07-23;1
370;2020-07-23;1
461;2020-07-23;1
607;2020-07-23;3
621;2020-07-23;1
730;2020-07-23;1
751;2020-07-23;1
810;2020-07-23;1
813;2020-07-23;1
820;2020-07-23;1
101;2020-07-24;10
147;2020-07-24;1
151;2020-07-24;2
159;2020-07-24;2
163;2020-07-24;1
173;2020-07-24;1
190;2020-07-24;1
201;2020-07-24;1
210;2020-07-24;1
217;2020-07-24;1
259;2020-07-24;1
316;2020-07-24;1
461;2020-07-24;1
510;2020-07-24;1
561;2020-07-24;1
621;2020-07-24;1
661;2020-07-24;1
706;2020-07-24;1
730;2020-07-24;2
746;2020-07-24;1
751;2020-07-24;3
813;2020-07-24;1
101;2020-07-25;2
159;2020-07-25;1
163;2020-07-25;1
167;2020-07-25;1
169;2020-07-25;1
217;2020-07-25;1
223;2020-07-25;1
230;2020-07-25;1
259;2020-07-25;4
269;2020-07-25;1
329;2020-07-25;1
350;2020-07-25;1
360;2020-07-25;1
461;2020-07-25;2
607;2020-07-25;1
730;2020-07-25;2
746;2020-07-25;1
751;2020-07-25;2
851;2020-07-25;1
101;2020-07-26;3
147;2020-07-26;1
159;2020-07-26;1
163;2020-07-26;1
173;2020-07-26;4
187;2020-07-26;1
230;2020-07-26;1
259;2020-07-26;1
326;2020-07-26;1
461;2020-07-26;2
480;2020-07-26;1
510;2020-07-26;1
710;2020-07-26;1
751;2020-07-26;3
851;2020-07-26;1
101;2020-07-27;6
147;2020-07-27;2
163;2020-07-27;1
165;2020-07-27;3
167;2020-07-27;1
169;2020-07-27;1
185;2020-07-27;1
217;2020-07-27;4
223;2020-07-27;1
230;2020-07-27;1
240;2020-07-27;1
259;2020-07-27;3
269;2020-07-27;1
270;2020-07-27;1
329;2020-07-27;12
330;2020-07-27;2
336;2020-07-27;1
370;2020-07-27;1
376;2020-07-27;1
390;2020-07-27;1
461;2020-07-27;4
479;2020-07-27;1
540;2020-07-27;2
561;2020-07-27;1
573;2020-07-27;1
751;2020-07-27;6
851;2020-07-27;2
101;2020-07-28;16
151;2020-07-28;1
159;2020-07-28;3
165;2020-07-28;2
169;2020-07-28;1
173;2020-07-28;1
190;2020-07-28;1
201;2020-07-28;1
210;2020-07-28;1
223;2020-07-28;1
240;2020-07-28;2
320;2020-07-28;2
329;2020-07-28;18
330;2020-07-28;1
340;2020-07-28;1
350;2020-07-28;1
370;2020-07-28;1
376;2020-07-28;2
461;2020-07-28;1
479;2020-07-28;1
561;2020-07-28;1
573;2020-07-28;1
580;2020-07-28;1
661;2020-07-28;1
740;2020-07-28;1
746;2020-07-28;1
751;2020-07-28;8
791;2020-07-28;1
810;2020-07-28;1
846;2020-07-28;1
851;2020-07-28;2
101;2020-07-29;8
147;2020-07-29;4
151;2020-07-29;1
153;2020-07-29;1
159;2020-07-29;1
165;2020-07-29;1
183;2020-07-29;4
185;2020-07-29;1
253;2020-07-29;2
265;2020-07-29;1
329;2020-07-29;7
336;2020-07-29;1
370;2020-07-29;1
376;2020-07-29;1
450;2020-07-29;1
461;2020-07-29;3
479;2020-07-29;1
510;2020-07-29;1
530;2020-07-29;1
561;2020-07-29;1
573;2020-07-29;2
615;2020-07-29;1
657;2020-07-29;1
751;2020-07-29;8
773;2020-07-29;1
787;2020-07-29;1
851;2020-07-29;3
101;2020-07-30;10
147;2020-07-30;3
151;2020-07-30;1
153;2020-07-30;1
157;2020-07-30;2
159;2020-07-30;3
165;2020-07-30;1
183;2020-07-30;1
185;2020-07-30;2
190;2020-07-30;1
217;2020-07-30;2
320;2020-07-30;1
329;2020-07-30;12
330;2020-07-30;3
340;2020-07-30;3
350;2020-07-30;1
370;2020-07-30;3
376;2020-07-30;1
390;2020-07-30;2
461;2020-07-30;4
479;2020-07-30;1
540;2020-07-30;2
661;2020-07-30;1
746;2020-07-30;1
751;2020-07-30;18
760;2020-07-30;1
813;2020-07-30;1
851;2020-07-30;3
101;2020-07-31;6
147;2020-07-31;2
153;2020-07-31;1
173;2020-07-31;1
175;2020-07-31;1
230;2020-07-31;1
259;2020-07-31;2
269;2020-07-31;2
270;2020-07-31;1
326;2020-07-31;1
329;2020-07-31;6
340;2020-07-31;1
360;2020-07-31;1
430;2020-07-31;1
461;2020-07-31;4
479;2020-07-31;1
561;2020-07-31;2
573;2020-07-31;1
607;2020-07-31;2
615;2020-07-31;1
671;2020-07-31;1
710;2020-07-31;1
740;2020-07-31;2
751;2020-07-31;13
851;2020-07-31;3
101;2020-08-01;5
173;2020-08-01;2
183;2020-08-01;1
240;2020-08-01;2
320;2020-08-01;1
329;2020-08-01;6
330;2020-08-01;1
350;2020-08-01;1
360;2020-08-01;4
376;2020-08-01;1
450;2020-08-01;1
461;2020-08-01;1
561;2020-08-01;3
575;2020-08-01;1
657;2020-08-01;1
661;2020-08-01;1
706;2020-08-01;1
710;2020-08-01;3
730;2020-08-01;2
746;2020-08-01;1
751;2020-08-01;18
791;2020-08-01;2
851;2020-08-01;5
101;2020-08-02;9
147;2020-08-02;1
157;2020-08-02;2
167;2020-08-02;1
169;2020-08-02;4
173;2020-08-02;1
183;2020-08-02;1
230;2020-08-02;1
259;2020-08-02;1
269;2020-08-02;1
316;2020-08-02;1
320;2020-08-02;3
326;2020-08-02;1
350;2020-08-02;1
376;2020-08-02;1
561;2020-08-02;1
575;2020-08-02;1
630;2020-08-02;1
661;2020-08-02;1
740;2020-08-02;2
746;2020-08-02;2
751;2020-08-02;32
760;2020-08-02;2
851;2020-08-02;5
860;2020-08-02;1
101;2020-08-03;11
157;2020-08-03;3
159;2020-08-03;2
161;2020-08-03;2
167;2020-08-03;1
185;2020-08-03;1
265;2020-08-03;1
269;2020-08-03;1
270;2020-08-03;1
316;2020-08-03;3
320;2020-08-03;1
329;2020-08-03;16
330;2020-08-03;2
340;2020-08-03;1
370;2020-08-03;3
390;2020-08-03;1
440;2020-08-03;1
450;2020-08-03;1
461;2020-08-03;1
550;2020-08-03;1
561;2020-08-03;2
573;2020-08-03;1
575;2020-08-03;1
615;2020-08-03;1
621;2020-08-03;1
657;2020-08-03;1
661;2020-08-03;2
671;2020-08-03;3
710;2020-08-03;2
740;2020-08-03;2
746;2020-08-03;1
751;2020-08-03;38
760;2020-08-03;2
791;2020-08-03;1
851;2020-08-03;5
101;2020-08-04;7
147;2020-08-04;1
151;2020-08-04;2
157;2020-08-04;1
159;2020-08-04;2
161;2020-08-04;2
210;2020-08-04;1
219;2020-08-04;3
230;2020-08-04;3
240;2020-08-04;1
265;2020-08-04;5
269;2020-08-04;3
270;2020-08-04;2
326;2020-08-04;2
329;2020-08-04;2
330;2020-08-04;3
340;2020-08-04;1
350;2020-08-04;1
360;2020-08-04;2
370;2020-08-04;2
390;2020-08-04;1
430;2020-08-04;1
450;2020-08-04;2
461;2020-08-04;3
561;2020-08-04;3
575;2020-08-04;2
607;2020-08-04;1
615;2020-08-04;2
740;2020-08-04;14
746;2020-08-04;1
751;2020-08-04;40
756;2020-08-04;1
760;2020-08-04;1
787;2020-08-04;1
813;2020-08-04;1
851;2020-08-04;2
101;2020-08-05;14
147;2020-08-05;4
151;2020-08-05;1
153;2020-08-05;1
157;2020-08-05;1
159;2020-08-05;2
169;2020-08-05;1
173;2020-08-05;1
187;2020-08-05;1
219;2020-08-05;2
230;2020-08-05;1
269;2020-08-05;1
316;2020-08-05;1
320;2020-08-05;1
329;2020-08-05;2
330;2020-08-05;1
340;2020-08-05;1
376;2020-08-05;1
450;2020-08-05;1
461;2020-08-05;5
510;2020-08-05;1
561;2020-08-05;2
615;2020-08-05;1
707;2020-08-05;1
730;2020-08-05;1
740;2020-08-05;1
746;2020-08-05;2
751;2020-08-05;56
756;2020-08-05;2
760;2020-08-05;2
813;2020-08-05;3
851;2020-08-05;1
101;2020-08-06;10
147;2020-08-06;1
151;2020-08-06;1
153;2020-08-06;2
157;2020-08-06;2
159;2020-08-06;1
161;2020-08-06;3
163;2020-08-06;1
173;2020-08-06;1
183;2020-08-06;2
185;2020-08-06;1
187;2020-08-06;1
217;2020-08-06;1
223;2020-08-06;1
230;2020-08-06;1
240;2020-08-06;1
250;2020-08-06;2
265;2020-08-06;2
270;2020-08-06;2
316;2020-08-06;5
320;2020-08-06;2
329;2020-08-06;6
330;2020-08-06;6
340;2020-08-06;2
370;2020-08-06;5
376;2020-08-06;3
390;2020-08-06;1
450;2020-08-06;3
461;2020-08-06;4
480;2020-08-06;1
561;2020-08-06;4
573;2020-08-06;1
621;2020-08-06;1
706;2020-08-06;1
710;2020-08-06;1
740;2020-08-06;5
746;2020-08-06;1
751;2020-08-06;77
787;2020-08-06;1
791;2020-08-06;1
846;2020-08-06;1
851;2020-08-06;2
101;2020-08-07;9
151;2020-08-07;1
153;2020-08-07;2
157;2020-08-07;1
159;2020-08-07;1
161;2020-08-07;1
165;2020-08-07;2
217;2020-08-07;1
230;2020-08-07;1
240;2020-08-07;1
265;2020-08-07;2
269;2020-08-07;1
270;2020-08-07;2
329;2020-08-07;2
330;2020-08-07;1
376;2020-08-07;1
430;2020-08-07;1
540;2020-08-07;1
561;2020-08-07;1
607;2020-08-07;1
661;2020-08-07;1
710;2020-08-07;1
740;2020-08-07;18
751;2020-08-07;83
756;2020-08-07;1
760;2020-08-07;1
787;2020-08-07;3
791;2020-08-07;1
813;2020-08-07;1
101;2020-08-08;10
153;2020-08-08;1
157;2020-08-08;2
161;2020-08-08;1
167;2020-08-08;1
169;2020-08-08;1
185;2020-08-08;2
259;2020-08-08;3
270;2020-08-08;1
316;2020-08-08;1
320;2020-08-08;1
329;2020-08-08;1
330;2020-08-08;1
340;2020-08-08;1
430;2020-08-08;1
450;2020-08-08;2
657;2020-08-08;1
727;2020-08-08;1
730;2020-08-08;2
740;2020-08-08;2
751;2020-08-08;50
766;2020-08-08;1
851;2020-08-08;2
101;2020-08-09;13
147;2020-08-09;2
151;2020-08-09;1
153;2020-08-09;1
157;2020-08-09;4
163;2020-08-09;1
165;2020-08-09;4
167;2020-08-09;3
169;2020-08-09;5
173;2020-08-09;1
183;2020-08-09;1
219;2020-08-09;1
230;2020-08-09;1
260;2020-08-09;1
265;2020-08-09;1
270;2020-08-09;2
329;2020-08-09;1
330;2020-08-09;1
350;2020-08-09;1
450;2020-08-09;1
461;2020-08-09;3
480;2020-08-09;1
510;2020-08-09;2
540;2020-08-09;2
607;2020-08-09;1
661;2020-08-09;1
706;2020-08-09;1
740;2020-08-09;4
751;2020-08-09;53
760;2020-08-09;3
787;2020-08-09;1
791;2020-08-09;3
810;2020-08-09;1
813;2020-08-09;1
846;2020-08-09;4
851;2020-08-09;2
101;2020-08-10;18
153;2020-08-10;4
157;2020-08-10;2
161;2020-08-10;1
165;2020-08-10;1
167;2020-08-10;4
169;2020-08-10;4
173;2020-08-10;2
183;2020-08-10;1
185;2020-08-10;2
230;2020-08-10;2
240;2020-08-10;1
260;2020-08-10;1
265;2020-08-10;4
269;2020-08-10;1
270;2020-08-10;1
326;2020-08-10;1
330;2020-08-10;2
370;2020-08-10;2
430;2020-08-10;2
450;2020-08-10;1
461;2020-08-10;5
479;2020-08-10;1
561;2020-08-10;1
573;2020-08-10;1
607;2020-08-10;1
706;2020-08-10;8
707;2020-08-10;3
710;2020-08-10;2
730;2020-08-10;9
740;2020-08-10;5
751;2020-08-10;51
766;2020-08-10;2
787;2020-08-10;3
810;2020-08-10;1
820;2020-08-10;1
851;2020-08-10;2
101;2020-08-11;17
147;2020-08-11;1
151;2020-08-11;1
157;2020-08-11;6
159;2020-08-11;2
163;2020-08-11;2
167;2020-08-11;2
169;2020-08-11;1
173;2020-08-11;1
183;2020-08-11;1
185;2020-08-11;1
190;2020-08-11;2
217;2020-08-11;1
219;2020-08-11;1
240;2020-08-11;1
253;2020-08-11;3
265;2020-08-11;5
316;2020-08-11;1
329;2020-08-11;1
330;2020-08-11;2
336;2020-08-11;1
340;2020-08-11;2
350;2020-08-11;1
370;2020-08-11;2
410;2020-08-11;1
461;2020-08-11;1
479;2020-08-11;1
540;2020-08-11;1
561;2020-08-11;2
607;2020-08-11;1
630;2020-08-11;2
657;2020-08-11;1
727;2020-08-11;1
740;2020-08-11;4
746;2020-08-11;5
751;2020-08-11;54
773;2020-08-11;1
779;2020-08-11;1
791;2020-08-11;1
851;2020-08-11;1
101;2020-08-12;20
147;2020-08-12;2
153;2020-08-12;6
157;2020-08-12;2
159;2020-08-12;1
167;2020-08-12;2
169;2020-08-12;6
175;2020-08-12;2
183;2020-08-12;1
185;2020-08-12;1
190;2020-08-12;1
219;2020-08-12;1
223;2020-08-12;1
240;2020-08-12;1
316;2020-08-12;1
329;2020-08-12;2
330;2020-08-12;1
370;2020-08-12;1
461;2020-08-12;2
561;2020-08-12;1
573;2020-08-12;1
575;2020-08-12;2
615;2020-08-12;1
621;2020-08-12;1
707;2020-08-12;1
730;2020-08-12;7
740;2020-08-12;6
751;2020-08-12;64
773;2020-08-12;1
787;2020-08-12;2
791;2020-08-12;2
820;2020-08-12;2
840;2020-08-12;1
846;2020-08-12;1
851;2020-08-12;8
860;2020-08-12;4
101;2020-08-13;17
147;2020-08-13;4
153;2020-08-13;3
157;2020-08-13;1
159;2020-08-13;3
167;2020-08-13;1
169;2020-08-13;2
173;2020-08-13;1
175;2020-08-13;1
230;2020-08-13;1
330;2020-08-13;1
370;2020-08-13;1
461;2020-08-13;5
479;2020-08-13;1
561;2020-08-13;1
573;2020-08-13;1
607;2020-08-13;2
621;2020-08-13;1
630;2020-08-13;1
707;2020-08-13;1
710;2020-08-13;2
730;2020-08-13;3
740;2020-08-13;2
746;2020-08-13;1
751;2020-08-13;46
760;2020-08-13;3
766;2020-08-13;1
787;2020-08-13;1
791;2020-08-13;1
846;2020-08-13;1
851;2020-08-13;4
860;2020-08-13;2
101;2020-08-14;16
147;2020-08-14;5
151;2020-08-14;1
157;2020-08-14;3
159;2020-08-14;1
161;2020-08-14;2
165;2020-08-14;2
169;2020-08-14;2
173;2020-08-14;2
175;2020-08-14;3
183;2020-08-14;2
185;2020-08-14;1
190;2020-08-14;3
217;2020-08-14;1
230;2020-08-14;3
253;2020-08-14;1
269;2020-08-14;1
270;2020-08-14;1
320;2020-08-14;1
326;2020-08-14;1
330;2020-08-14;2
340;2020-08-14;1
360;2020-08-14;1
370;2020-08-14;1
376;2020-08-14;4
390;2020-08-14;1
420;2020-08-14;2
450;2020-08-14;1
461;2020-08-14;5
479;2020-08-14;2
661;2020-08-14;1
707;2020-08-14;2
730;2020-08-14;7
740;2020-08-14;1
746;2020-08-14;3
751;2020-08-14;15
779;2020-08-14;1
813;2020-08-14;1
840;2020-08-14;1
851;2020-08-14;5
860;2020-08-14;1
101;2020-08-15;12
147;2020-08-15;3
151;2020-08-15;2
157;2020-08-15;2
169;2020-08-15;1
173;2020-08-15;1
183;2020-08-15;2
190;2020-08-15;1
219;2020-08-15;1
260;2020-08-15;1
265;2020-08-15;1
320;2020-08-15;1
330;2020-08-15;2
370;2020-08-15;1
376;2020-08-15;1
461;2020-08-15;6
561;2020-08-15;1
575;2020-08-15;2
621;2020-08-15;1
661;2020-08-15;2
671;2020-08-15;1
707;2020-08-15;2
710;2020-08-15;1
727;2020-08-15;2
730;2020-08-15;5
740;2020-08-15;2
751;2020-08-15;52
760;2020-08-15;1
779;2020-08-15;5
791;2020-08-15;5
849;2020-08-15;1
851;2020-08-15;4
860;2020-08-15;1
101;2020-08-16;18
151;2020-08-16;2
153;2020-08-16;2
157;2020-08-16;1
159;2020-08-16;1
161;2020-08-16;1
169;2020-08-16;1
175;2020-08-16;1
183;2020-08-16;1
217;2020-08-16;1
240;2020-08-16;1
265;2020-08-16;4
320;2020-08-16;1
350;2020-08-16;1
370;2020-08-16;1
461;2020-08-16;5
561;2020-08-16;1
575;2020-08-16;1
621;2020-08-16;1
630;2020-08-16;3
671;2020-08-16;1
710;2020-08-16;1
730;2020-08-16;5
740;2020-08-16;2
751;2020-08-16;21
779;2020-08-16;1
791;2020-08-16;1
810;2020-08-16;1
851;2020-08-16;9
101;2020-08-17;12
147;2020-08-17;2
159;2020-08-17;1
165;2020-08-17;2
167;2020-08-17;1
173;2020-08-17;1
175;2020-08-17;4
190;2020-08-17;1
219;2020-08-17;1
223;2020-08-17;1
230;2020-08-17;2
240;2020-08-17;1
253;2020-08-17;1
316;2020-08-17;1
326;2020-08-17;1
329;2020-08-17;1
330;2020-08-17;2
410;2020-08-17;1
461;2020-08-17;4
479;2020-08-17;1
482;2020-08-17;1
561;2020-08-17;2
615;2020-08-17;1
630;2020-08-17;1
661;2020-08-17;3
671;2020-08-17;1
706;2020-08-17;1
710;2020-08-17;1
730;2020-08-17;2
740;2020-08-17;2
746;2020-08-17;2
751;2020-08-17;23
760;2020-08-17;1
766;2020-08-17;1
779;2020-08-17;3
791;2020-08-17;2
813;2020-08-17;1
820;2020-08-17;1
851;2020-08-17;4
860;2020-08-17;2
101;2020-08-18;18
147;2020-08-18;1
153;2020-08-18;2
